[16:42:25]设备[Polar H10 082A5724]EE:E4:E7:AD:42:9B连接了.....
[16:42:29]设备[C5:F7:76:AF:E2:E0断开了.....
[16:42:41]设备[ID107Plus HR]C5:F7:76:AF:E2:E0连接了.....
[16:43:08] 00 8f 80 80 1d 80 80 1e 80 80 1f 80 80 20 16 7b 16 77 00 02 f2 
[16:43:08] 00 8f 80 80 21 80 80 22 80 80 23 80 80 24 16 70 16 70 00 02 f3 
[16:43:08] 00 8f 80 80 25 80 80 26 80 80 27 80 80 28 16 72 16 76 00 02 f4 
[16:43:08] 00 8f 80 80 29 80 80 2a 80 80 2b 80 80 2c 16 7a 16 74 00 02 f5 
[16:43:08] 00 8f 80 80 2d 80 80 2e 80 80 2f 80 80 30 16 74 16 7a 00 02 f6 
[16:43:08] 00 8f 80 80 31 80 80 32 80 80 33 80 80 34 16 70 16 74 00 02 f7 
[16:43:08] 00 8f 80 80 35 80 80 36 80 80 37 80 80 38 16 7d 16 6a 00 02 f8 
[16:43:08] 00 8d 80 80 3a 80 80 3b 80 80 3c 80 80 3d 16 72 16 73 00 01 f9 
[16:43:08] 00 8d 80 80 3e 80 80 3f 80 80 40 80 80 41 16 70 16 74 00 01 fa 
[16:43:08] 00 8d 80 80 42 80 80 43 80 80 44 80 80 45 16 7b 16 75 00 01 fb 
[16:43:08] 00 8d 80 80 46 80 80 47 80 80 48 80 80 49 16 7a 16 7b 00 01 fc 
[16:43:09] 00 8d 80 80 4a 80 80 4b 80 80 4c 80 80 4d 16 81 16 74 00 01 fd 
[16:43:09] 00 8d 80 80 4e 80 80 4f 80 80 50 80 80 51 16 7b 16 7e 00 01 fe 
[16:43:09] 00 8d 80 80 52 80 80 53 80 80 54 80 80 55 16 75 16 73 00 01 ff 
[16:43:09] 00 8d 80 80 56 80 80 57 80 80 58 80 80 59 16 76 16 78 00 01 00 
[16:43:09] 00 8d 80 80 5a 80 80 5b 80 80 5c 80 80 5d 16 70 16 73 00 01 01 
